iteration	period
463	6.254559
464	6.645863
465	6.23539
466	6.255162
467	6.162277
468	6.630647
469	6.234683
470	6.576445
471	6.651505
472	6.309398
473	6.643966
474	6.263503
475	6.231785
476	6.56322
477	6.222461
478	6.583243
479	6.249115
480	6.222812
481	6.211277
482	6.64093
483	6.176506
484	6.158626
485	6.252345
486	6.641125
487	6.452118
488	6.23091
489	6.205201
490	6.191673
491	6.650964
492	6.172153
493	13.329041
494	6.565958
495	6.398611
496	6.609309
497	6.708389
498	6.247736
499	6.248004
500	7.602689
501	9.871472
502	13.968026
503	12.366894
504	12.250485
505	12.317806
506	14.14911
507	12.288683
508	12.656192
509	12.764428
510	12.637434
511	12.241792
512	12.607751
513	12.668474
514	12.608974
515	12.652842
516	12.240697
517	12.613196
518	12.229322
519	12.159299
520	12.550521
521	12.617308
522	12.345344
523	12.203165
524	12.567755
525	18.900279
526	13.260861
527	12.149802
528	12.542288
529	12.236678
530	12.642486
531	12.21608
532	12.658613
534	12.656507
535	12.32003
536	12.649398
537	12.256588
538	12.290133
539	12.620662
540	12.226477
541	12.650971
542	12.623463
543	12.666617
544	12.262605
545	12.807736
546	12.238573
547	12.606729
548	12.600515
549	12.244851
550	12.671293
551	12.231375
552	12.255501
553	12.249999
554	12.628787
555	12.222916
556	12.226578
557	12.248903
558	12.223624
559	12.611593
560	12.215982
561	12.645167
562	12.240065
563	12.641106
564	12.511905
565	12.14736
566	12.661532
567	12.271412
568	12.631652
569	12.134459
570	12.66631
571	12.226546
572	12.606718
573	12.512839
574	12.225608
575	12.615418
576	12.244702
577	12.259628
578	12.274715
579	12.641079
580	12.240958
581	12.210421
582	12.189913
583	12.209046
584	12.686269
585	12.228425
586	12.635862
587	12.62599
588	12.865415
589	12.214968
590	12.268024
591	12.61756
592	12.207953
593	12.684094
594	12.290032
595	12.691348
596	12.261768
597	12.738972
598	12.568832
599	12.240693
600	12.701207
601	12.258897
602	12.721529
603	12.319
604	12.675863
605	12.302925
606	12.713863
607	12.35501
608	12.186999
609	12.640747
610	12.262129
611	12.638611
612	12.712792
613	12.707631
614	13.364881
615	12.283412
616	12.753402
617	12.283383
618	12.670277
619	12.335042
620	12.684233
621	13.98378
622	12.640804
623	12.326645
624	12.737251
625	12.273279
626	12.584414
627	12.735507
628	12.289155
630	12.666974
631	12.724056
632	12.647652
633	12.687776
634	12.241304
635	12.638771
636	12.729707
637	12.574913
639	12.680642
640	12.703787
641	12.730699
642	12.299725
643	12.59795
644	12.239163
645	12.241411
646	12.747334
647	12.639926
648	12.894729
649	12.296686
650	12.710041
651	12.324938
652	12.286567
653	12.169796
654	12.627252
655	12.220703
656	12.704025
657	12.724434
658	12.290667
659	12.578002
661	12.674368
662	12.351443
663	12.908194
664	12.657004
665	12.728168
666	12.211589
667	12.599858
668	12.134133
669	12.513161
670	12.703152
671	12.312568
672	12.653902
673	12.231115
675	12.249449
676	12.745213
677	12.323773
678	12.293224
679	12.588381
680	12.310169
681	12.72884
682	12.261467
683	12.612706
685	12.548381
686	12.193571
687	12.740637
688	12.324631
689	12.24729
690	12.618319
691	12.222479
692	12.563883
693	12.225302
694	12.598022
695	12.198146
696	12.64812
697	12.17446
698	12.602328
699	12.749759
700	12.303585
701	12.600941
702	12.336405
703	12.688483
704	12.60463
705	12.625686
706	12.20923
707	12.224145
708	12.687279
709	12.648782
710	12.520649
711	12.259087
712	12.513989
713	12.276081
714	12.280184
715	12.320242
716	12.3385
717	12.68452
718	12.292754
719	12.300345
720	12.325465
721	12.64211
722	12.270402
723	12.20929
724	12.71188
725	12.289025
726	12.712994
727	12.23284
728	12.648924
729	12.739367
730	12.706329
731	12.229314
732	12.212124
733	12.778596
734	12.71607
735	12.906808
736	12.508944
737	12.71801
738	12.207856
739	12.29833
740	12.301084
741	12.315505
742	12.616668
743	12.235922
744	12.671987
745	12.217644
746	12.709671
747	12.212922
748	12.691343
749	12.802094
750	12.305669
751	12.702483
752	12.316987
753	12.699679
754	12.604784
755	12.606994
756	12.222199
757	12.706466
758	12.262156
759	12.708928
760	12.8124
761	12.235372
762	12.586202
763	12.305787
764	12.683946
765	12.709208
766	12.300635
767	12.592509
768	12.648821
769	12.704584
770	12.300785
771	12.727381
772	12.292031
773	12.710817
774	12.236736
775	12.682068
776	12.293179
777	12.215958
778	12.619218
779	12.296387
780	12.629216
781	12.12399
782	12.644859
783	12.211935
784	12.322321
785	12.301691
786	12.609669
787	12.589658
788	12.638466
789	12.573192
790	12.209594
791	12.671387
792	12.271965
793	12.632571
794	12.285039
795	12.714194
796	12.699667
797	12.213897
798	12.714183
799	12.284491
800	12.644324
801	12.272435
802	12.733437
803	12.628801
804	12.686329
805	12.718524
806	12.311616
807	3.785965
808	3.225891
809	3.456266
810	3.483054
811	3.241197
812	3.645303
813	3.313127
814	3.254261
815	3.626603
816	3.295252
817	3.396078
818	3.225512
819	3.228983
820	3.941684
821	3.580601
822	3.241656
823	3.670712
824	3.286316
825	3.300617
826	3.615133
827	3.255032
828	3.301386
829	3.718037
830	3.188061
831	3.28596
832	3.387305
833	3.692336
834	3.24236
835	3.246028
836	3.22547
837	3.263796
838	3.284297
839	3.298508
840	3.601287
841	3.29938
842	3.252068
843	3.60327
844	3.32361
845	3.29122
846	3.297266
847	3.300462
848	3.56994
849	3.284907
850	3.183467
851	3.224222
852	3.296743
853	3.169705
854	3.591876
855	3.206283
856	3.305677
857	3.593249
858	3.160905
859	3.331161
860	3.269048
861	3.129633
862	3.563528
863	3.319852
864	3.237567
865	3.664057
866	3.197027
867	3.257763
868	3.138442
869	3.265258
870	3.293648
871	3.582986
872	3.299854
873	3.292995
874	3.292254
875	3.172446
876	3.657606
877	3.214711
878	3.329073
879	3.221684
880	3.330783
881	3.2983
882	3.56837
883	3.232649
884	3.223985
885	3.659764
886	3.298569
887	3.175659
888	3.189738
889	3.179911
890	6.563861
891	3.177888
892	3.648287
893	3.295102
894	3.29343
895	3.291357
896	3.305117
897	3.153694
898	3.203694
899	3.704586
900	3.403687
901	3.301207
902	3.298449
903	3.692118
904	3.219339
905	3.199567
906	3.234052
907	3.237764
908	3.269853
909	3.250835
910	3.331329
911	3.290726
912	3.153727
913	3.210561
914	3.318666
915	3.147491
916	3.220047
917	3.707252
918	3.402852
919	3.288442
920	3.639029
921	3.21685
922	3.222411
923	3.292852
924	3.575852
925	3.298325
926	3.230669
927	3.770488
928	3.166931
929	3.322934
930	3.211858
931	3.640326
932	3.205365
933	3.170381
934	3.209877
935	3.32033
936	3.261846
937	3.195346
938	3.75915
939	3.263082
940	3.264456
941	3.574903
942	3.223875
943	3.309969
944	3.19689
945	3.502534
946	3.178194
947	3.161988
948	3.191393
949	3.190545
950	3.215101
951	3.134658
952	3.643591
953	3.313864
954	3.284876
955	3.690408
956	3.17789
957	3.212192
958	3.181118
959	3.156029
960	3.545887
961	3.149695
962	3.219532
963	3.102095
964	3.146269
965	3.209709
966	3.212514
967	3.158517
968	3.209207
969	3.590749
970	3.440139
971	3.217716
972	3.260627
973	3.269734
974	3.589516
975	3.187869
976	3.31478
977	3.697667
978	3.219343
979	3.110156
980	3.763575
981	3.152092
982	3.180286
983	3.761698
984	3.282444
985	3.295622
986	3.26187
987	3.320675
988	3.563136
989	3.238488
990	3.26671
991	3.550008
992	3.249435
993	3.298709
994	3.578053
995	3.214159
996	3.28407
997	3.548269
998	3.237811
999	3.269028
1000	3.316849
1001	3.173406
1002	3.212779
1003	3.557767
1004	3.177286
1005	3.210428
1006	3.332947
1007	2.269472
1008	2.257386
1009	2.683972
1010	2.248339
1011	2.28465
1012	2.27139
1013	2.6576
1014	2.235305
1015	2.197167
1016	2.170555
1017	2.290346
1018	2.228073
1019	2.183529
1020	2.668014
1021	2.289672
1022	2.287158
1023	2.236101
1024	2.289008
1025	2.285547
1026	2.152053
1027	2.273371
1028	2.683341
1029	2.268305
1030	2.388082
1031	2.625495
1032	2.214232
1033	2.197775
1034	2.331868
1035	2.347556
1036	2.394792
1037	2.279577
1038	2.671686
1039	2.260524
1040	2.217501
1041	2.421003
1042	2.278099
1043	2.137664
1044	2.253894
1045	2.283017
1046	2.53755
1047	2.311822
1048	2.28505
1049	2.334844
1050	2.677527
1051	2.263976
1052	2.26836
1053	2.266434
1054	2.261364
1055	2.598966
1056	2.253305
1057	2.255824
1058	2.185704
1059	2.644433
1060	2.262714
1061	2.253637
1062	2.258888
1063	2.158706
1064	2.55834
1065	2.320686
1066	2.289702
1067	2.240964
1068	2.654202
1069	2.151069
1070	2.165509
1071	2.154595
1072	2.312264
1073	2.272469
1074	2.563165
1075	2.38299
1076	2.223037
1077	2.244502
1078	2.634606
1079	2.279903
1080	2.243577
1081	2.233871
1082	2.738354
1083	2.33986
1084	2.143866
1085	2.183622
1086	2.772937
1087	2.236049
1088	2.350243
1089	2.286205
1090	2.257149
1091	2.12883
1092	2.575323
1093	2.30029
1094	2.273612
1095	2.269872
1096	2.219592
1097	2.324554
1098	2.246101
1099	2.276393
1100	2.906937
1101	2.242177
1102	2.267296
1103	2.680893
1104	2.225497
1105	2.244154
1106	2.445484
1107	2.256253
1108	2.373525
1109	2.265744
1110	2.759671
1111	2.278278
1112	2.262585
1113	2.222205
1114	2.506876
1115	2.282204
1116	2.269654
1117	2.237771
1118	2.617189
1119	2.363882
1120	2.223742
1121	2.214999
1122	2.676201
1123	2.190225
1124	2.158031
1125	2.236086
1126	2.256153
1127	2.291767
1128	2.677891
1129	2.285605
1130	2.25436
1131	2.150363
1132	2.167953
1133	2.380204
1134	2.15499
1135	2.286685
1136	2.27111
1137	2.664858
1138	2.245619
1139	2.246705
1140	2.183536
1141	2.161033
1142	2.178695
1143	2.264224
1144	2.275454
1145	2.286317
1146	2.664019
1147	2.239422
1148	2.202189
1149	2.268975
1150	2.667852
1151	2.291905
1152	2.266437
1153	2.252963
1154	2.360533
1155	2.551103
1156	2.617383
1157	2.288939
1158	2.28063
1159	2.336342
1160	2.154231
1161	2.185725
1162	2.279342
1163	2.269705
1164	2.675237
1165	2.203808
1166	2.423131
1167	2.252297
1168	2.791887
1169	2.503894
1170	2.235049
1171	2.311955
1172	2.281522
1173	2.627299
1174	2.606787
1175	2.269086
1176	2.235542
1177	2.401037
1178	2.349364
1179	2.399717
1180	2.22266
1181	2.93408
1182	2.671888
1183	2.242744
1184	2.287436
1185	2.391443
1186	2.182308
1187	2.243461
1188	2.269768
1189	2.243945
1190	2.407918
1191	2.631094
1192	2.480941
1193	2.264238
1194	2.219211
1195	2.224066
1196	2.498059
1197	2.239164
1198	2.229393
1199	2.443997
1200	2.678157
1201	2.250096
1202	2.266232
1203	2.264141
1204	2.216762
1205	2.249358
1206	2.212947
2055	0.578594
2057	0.66842
2058	0.217342
2059	0.113899
2060	0.190711
2061	0.154422
2062	0.212004
2063	0.215045
2064	0.20877
2065	0.223251
2066	0.156273
2067	0.208303
2068	0.184369
2069	0.188853
2070	0.208048
2071	0.190414
2072	4.069113
2073	0.245419
2074	0.182325
2075	0.148361
2076	0.629687
2077	0.192333
2078	0.206385
2079	0.203842
2080	0.190286
2081	0.214201
2082	0.25735
2083	0.19427
2084	0.165966
2085	0.168233
2086	0.594224
2088	5.54458
2089	0.829247
2090	1.067113
2091	0.90743
2092	0.849279
2093	0.863632
2094	0.886505
2095	1.005866
2096	0.212625
2097	0.898891
2098	0.855891
2099	0.965697
2100	0.176326
2101	0.799736
2102	0.897669
2103	0.846023
2104	1.334139
2105	1.046488
2106	0.822328
2107	1.04488
2108	0.944685
2109	0.699957
2110	0.857737
2113	5.88211
2114	0.81449
2115	0.899014
2116	0.932124
2117	1.125023
2118	0.89288
2119	0.73371
2120	1.119527
2121	1.194554
2122	0.670636
2123	0.997471
2124	0.084348
2125	0.173166
2126	0.490931
2127	0.898162
2128	1.374591
2129	0.195036
2130	0.968438
2131	0.803465
2132	0.96825
2133	1.039772
2134	0.924948
2135	1.07211
2136	2406.872632
2137	0.247686
2138	0.146612
2139	0.1946
2140	0.21532
2141	0.118219
2142	0.18927
2143	0.213655
2144	0.132594
2145	0.168884
2146	0.188887
2147	0.205255
2148	0.213341
2149	0.146181
2150	0.107847
2151	0.225028
2152	0.107305
2153	0.680673
2154	0.134537
2155	0.135173
2156	0.126883
2157	0.105947
2158	0.212489
2159	0.198956
2160	0.202074
2161	0.196712
2162	0.613612
2163	0.217318
2164	0.153026
2165	0.218923
2166	0.375575
2167	0.318327
2169	4.593883
2170	0.141944
2171	0.215482
2172	0.223029
2173	0.20667
2174	0.2024
2175	0.218301
2176	0.200149
2177	0.212638
2178	0.193896
2179	0.658923
2180	0.205383
2181	0.185081
2182	0.130345
2183	0.189625
2184	0.124915
2185	0.113308
2186	0.121274
2187	0.181865
2188	0.615523
2189	0.115513
2190	0.090722
2191	0.16395
2192	0.191684
2193	0.113621
2194	0.16597
2195	0.151275
2196	0.09327
2197	0.214251
2198	0.117166
2199	0.122752
2200	0.093055
2201	0.08834
2202	0.111848
2203	0.10365
2204	0.437807
2205	0.18811
2207	4.608363
2208	0.145215
2209	0.210542
2210	0.11836
2211	0.150959
2212	0.174713
2213	0.210011
2214	0.122571
2215	0.1877
2216	0.185821
2217	0.130942
2218	0.113768
2219	0.21059
2220	0.188451
2221	0.214526
2222	0.189194
2223	0.138093
2224	0.655809
2225	0.189799
2226	0.20879
2227	0.129249
2228	0.103404
2229	0.198916
2230	0.211405
2231	0.222728
2232	0.206019
2233	0.650826
2234	0.21954
2235	0.150081
2236	0.175021
2237	0.15029
2238	0.20496
2239	0.213065
2240	0.181842
2241	0.190164
2242	0.226673
2244	4.910816
2245	3.579173
2246	0.147286
2247	0.129656
2248	0.148231
2249	0.118136
2250	0.618605
2251	0.197008
2252	0.128914
2253	0.131706
2254	0.223903
2255	0.168607
2256	0.244975
2257	0.14348
2258	0.108953
2259	0.206557
2260	0.237862
2261	0.131161
2262	0.206157
2263	0.1752
2264	0.232446
2265	0.538203
2266	0.170372
2267	0.243954
2268	2.929844
2269	6.114549
2270	0.234232
2271	0.19815
2272	0.135707
2273	0.193295
2274	0.212414
2275	0.209728
2276	0.161777
2277	0.223725
2278	0.153287
2279	0.200879
2280	0.230477
2281	0.174774
2282	0.661974
2283	0.22984
2284	0.640857
2285	0.114841
2286	0.233216
2287	0.159796
2288	0.217796
2289	0.196517
2290	0.248111
2291	0.20768
2292	0.231487
2293	0.594844
2294	0.228513
2295	0.234925
2296	0.203928
2297	0.206601
2298	0.214757
2299	0.202807
2300	0.211846
2301	0.191036
2302	0.215682
2303	0.215149
2304	0.127931
2305	0.18733
2306	0.209962
2307	0.658513
2308	0.232001
2309	0.230764
2310	0.240788
2311	0.234477
2312	0.235516
2313	0.205843
2314	0.171132
2315	0.139195
2316	0.55207
2317	0.226602
2318	0.197696
2319	0.174341
2320	0.131044
2321	0.205063
2322	0.179063
2323	0.199607
2324	0.174362
2325	0.22247
2326	0.197373
2327	0.207957
2328	0.204595
2329	0.224256
2330	0.20536
2331	0.125774
2332	0.144435
2333	0.21743
2334	0.195026
2335	0.223715
2336	0.125898
2337	0.097858
2338	0.174036
2339	0.490993
2340	0.13345
2341	0.153762
2342	6.5758
2343	6.137311
2344	6.227235
2345	6.559513
2346	6.286511
2347	6.646987
2348	6.298952
2349	6.607174
2350	6.356373
2351	6.624489
2352	6.334491
2353	6.804427
2354	6.260889
2355	6.143167
2356	6.205346
2357	6.632653
2358	6.679714
2359	6.142414
2360	6.378536
2361	6.269163
2362	6.632234
2363	6.244369
2364	6.200857
2365	6.243429
2366	6.813693
2367	6.477721
2368	6.290882
2369	6.162466
2370	6.583281
2371	6.154555
2372	6.569267
2373	6.288916
2374	6.637502
2375	6.289741
2376	6.665078
2377	6.249266
2378	6.733996
2379	6.314647
2380	6.663241
2381	6.215846
2382	6.739362
2383	6.231797
2384	6.641485
2385	6.628649
2386	6.213681
2387	6.638213
2388	6.157935
2389	6.184406
2390	6.237803
2391	6.557707
2392	6.258123
2393	6.161685
2394	6.655243
2395	6.16079
2396	6.671343
2397	6.157936
2398	6.150603
2399	6.551974
2400	6.270555
2401	6.262658
2402	6.169474
2403	6.640098
2404	6.205972
2405	6.333156
2406	6.200737
2407	6.588669
2408	6.289217
2409	6.663372
2410	6.261849
2411	6.27256
2412	6.670183
2413	6.253797
2414	6.263433
2415	6.286057
2416	6.648953
2417	6.234197
2418	6.71491
2419	6.219937
2420	6.648178
2421	6.615952
2422	6.236661
2423	6.157181
2424	6.716998
2425	6.232097
2426	6.149968
2427	6.116425
2428	6.631005
2429	6.268459
2430	6.240847
2431	6.268594
2432	6.686583
2433	6.138478
2434	6.305267
2435	6.22422
2436	6.667273
2437	6.125629
2438	6.590366
2439	6.168055
2440	6.151437
2441	6.721321
2442	6.134667
2443	6.195143
2444	6.259544
2445	6.64321
2446	6.297118
2447	6.216834
2448	6.27342
2449	6.276019
2450	6.577479
2451	6.229824
2452	6.304241
2453	6.77742
2454	6.233581
2455	6.146479
2456	6.296999
2457	6.25244
2458	6.239504
2459	6.705224
2460	6.237919
2461	6.583629
2462	6.217236
2463	6.713518
2464	6.166145
2465	6.154073
2466	6.657108
2467	6.281976
2468	6.268408
2469	6.260746
2470	6.684706
2471	6.258514
2472	6.232852
2473	6.274591
2474	6.668033
2475	6.629216
2476	6.319705
2477	6.250766
2478	6.641208
2479	6.15996
2480	6.682991
2481	6.153076
2482	6.621085
2483	6.220576
2484	6.168409
2485	6.247701
2486	6.155009
2487	6.717604
2488	6.251389
2489	6.166505
2490	6.237319
2491	6.690683
2492	6.340227
2493	6.704005
2494	6.225212
2495	6.559531
2496	6.298402
2497	6.261637
2498	6.226245
2499	6.712083
2500	6.241445
2501	6.283877
2502	6.639088
2503	6.189918
2504	6.668487
2505	6.250313
2506	6.25731
2507	6.27056
2508	6.651362
2509	6.245609
2510	6.1986
2511	6.627296
2512	6.284967
2513	6.644614
2514	6.292559
2515	6.235567
2516	6.695653
2517	6.220597
2518	6.164627
2519	6.294017
2520	6.686709
2521	6.361062
2522	6.216364
2523	6.219656
2524	6.643423
2525	6.237762
2526	6.212681
2527	6.34316
2528	6.612801
2529	6.723383
2530	6.271455
2531	6.260783
2532	6.262415
2533	6.670049
2534	6.259298
2535	6.2647
2536	6.261287
2537	6.642918
2538	6.57844
2539	6.270797
2540	6.266224
2541	6.23766
2542	6.691066
2543	6.238175
2544	6.298148
2545	6.656776
2546	6.275037
2547	6.664768
2548	6.268829
2549	6.669302
2550	6.236376
2551	6.297357
2552	6.159864
2553	6.60009
2554	6.33253
2555	6.675767
2556	6.244393
2557	6.279311
2558	7.015798
2559	6.193988
2560	6.207335
2561	6.21306
2562	6.697419
2563	6.261686
2564	6.272335
2565	6.776165
2566	6.19826
2567	6.618268
2568	6.28133
2569	6.218738
2570	6.703512
2571	6.238727
2572	6.227822
2573	6.164779
2574	6.620521
2575	6.188512
2576	6.215501
2577	6.161229
2578	6.531967
2579	6.213615
2580	6.226622
2581	6.298987
2582	6.283547
2583	6.651017
2584	6.264909
2585	6.258509
2586	6.282115
2587	6.638795
2588	6.180095
2589	6.245784
2590	6.145738
2591	6.609923
2592	12.31181
2593	12.197502
2594	12.614222
2595	12.134887
2596	12.788569
2597	12.605189
2598	12.639686
2599	12.704163
2600	12.328615
2601	12.637848
2602	12.634398
2603	12.59407
2604	12.211567
2605	12.614491
2606	12.249265
2607	12.681149
2608	12.596331
2609	12.333372
2610	12.62099
2611	12.293665
2612	12.718531
2613	12.292655
2614	12.18423
2615	12.624276
2616	12.134036
2617	12.250497
2618	12.198917
2619	12.538245
2621	12.529872
2622	12.573085
2623	12.562136
2624	12.195098
2625	12.596175
2626	12.49483
2627	12.216068
2628	12.616042
2629	12.195237
2630	12.531158
2631	12.131426
2632	12.553025
2633	12.134189
2634	12.259445
2635	12.599707
2636	12.151989
2637	12.58106
2638	12.231372
2639	12.650831
2641	12.141984
2642	12.224402
2643	12.711069
2644	12.488759
2645	12.20442
2646	12.202571
2647	12.152305
2648	12.532209
2649	12.214105
2651	12.5956
2652	12.627277
2653	12.121429
2654	12.589979
2655	12.118989
2656	12.591959
2657	12.615699
2658	12.189422
2660	12.13406
2661	12.627124
2662	12.204682
2663	12.603541
2664	12.203434
2665	12.611789
2666	12.553355
2667	12.145392
2668	12.485591
2669	12.119959
2670	12.554966
2671	12.595435
2672	12.594569
2673	12.203295
2675	12.566274
2676	12.608765
2677	12.192399
2678	12.61875
2679	12.601731
2680	12.612999
2681	12.566749
2682	12.245082
2683	12.604407
2684	12.150133
2685	12.656473
2686	12.165747
2687	12.239587
2688	12.618078
2689	12.195866
2690	12.198372
2691	12.301486
2692	12.609467
2693	12.618585
2694	12.132972
2695	12.575477
2696	12.211153
2697	12.658631
2698	12.203161
2699	12.543853
2700	12.562259
2701	12.651091
2702	12.194845
2703	12.193464
2704	12.513607
2705	12.593149
2706	12.614802
2707	12.197549
2708	12.557065
2709	12.155562
2710	12.549528
2711	12.779006
2712	12.138101
2713	12.540877
2714	12.145597
2715	12.572887
2716	12.181222
2717	12.565017
2718	12.62182
2719	12.213122
2720	12.154363
2721	13.186352
2722	12.568242
2723	12.130871
2724	12.131304
2725	12.634483
2726	12.686272
2727	12.211164
2728	12.180372
2729	12.57623
2730	12.520922
2731	12.581138
2732	12.152455
2733	12.655971
2734	12.17085
2735	12.621508
2736	12.601972
2737	12.187557
2738	12.504571
2739	12.205669
2740	12.5893
