iteration	period
852	0.273327
853	0.232382
854	0.250832
855	0.260002
856	0.272582
857	0.207611
858	0.16042
859	0.247282
860	0.234322
861	0.214676
862	0.252389
863	0.247173
864	0.257176
865	0.155948
866	0.192031
867	0.236271
868	0.31543
869	0.159431
870	0.236203
871	0.214907
872	0.25705
873	0.225827
874	0.169791
875	0.257812
876	0.164404
877	0.131918
878	0.133162
879	0.248748
880	0.232374
881	0.246424
882	0.250378
883	0.185386
884	0.127795
885	0.221464
886	0.23612
887	0.16972
888	0.263689
889	0.242329
890	0.252278
891	0.205262
892	0.27351
893	0.141198
894	0.239952
895	0.269592
896	0.264267
897	0.250148
898	0.258465
899	0.26742
900	0.239413
901	0.220695
902	0.265227
903	0.17786
904	0.15356
905	0.136417
906	0.115374
907	1.376035
908	0.231246
909	0.244875
910	0.239791
911	0.257896
912	0.257244
913	0.168019
914	0.685494
915	0.163774
916	0.226203
917	0.250433
918	0.234456
919	0.210689
920	0.241342
921	0.20958
922	0.25677
923	0.251621
924	0.279858
925	0.267137
926	0.250414
927	0.676384
928	0.125731
929	0.222313
930	0.212076
931	0.160036
932	0.23833
933	0.234201
934	0.265666
935	0.252023
936	0.279959
937	0.262819
938	0.180342
939	0.248437
940	0.196623
941	0.263454
942	0.24697
943	0.251412
944	0.200643
945	0.236387
946	0.252194
947	0.137214
948	0.159695
949	0.13769
950	0.181208
951	0.242298
952	0.165172
953	0.217941
954	0.250354
955	0.244949
956	0.228092
957	0.120348
958	0.220718
959	6.350813
960	6.271939
961	6.358313
962	0.20463
963	0.188655
964	0.178587
965	0.257655
966	1.843193
967	0.116648
968	0.181989
969	0.278982
970	0.283561
971	0.21159
972	0.15588
973	0.230085
974	0.212318
975	0.115972
976	0.19595
977	0.130051
978	1.450075
979	0.13955
980	0.164847
981	0.121612
982	0.223787
983	1.356866
984	0.216806
985	0.166901
986	0.268018
987	1.510461
988	0.75232
989	0.197783
990	0.136558
991	0.157225
992	1.418819
993	0.207118
994	0.338047
995	0.116905
996	0.282486
997	0.150335
998	0.183802
999	0.257962
1000	0.251503
1001	0.270098
1002	0.182117
1003	0.277666
1004	0.134349
1005	0.265752
1006	1.436111
1007	1.462004
1008	0.226312
1009	0.32711
1010	0.196329
1011	0.260615
1012	0.277024
1013	0.168582
1014	0.163015
1015	0.289957
1016	1.601159
1017	0.146468
1018	0.196459
1019	0.16434
1020	0.18745
1021	0.2343
1022	0.271913
1023	0.247768
1024	0.264171
1025	0.262588
1026	0.182426
1027	0.257609
1028	0.294946
1029	0.211457
1030	0.250715
1031	0.186555
1032	0.177662
1033	0.223147
1034	0.287308
1035	0.193041
1036	0.251728
1037	0.225114
1038	0.309051
1039	0.145603
1040	0.188846
1041	0.243327
1042	0.174714
1043	0.255499
1044	0.251679
1045	0.28404
1046	0.259065
1047	0.144503
1048	0.129463
1049	0.191789
1050	0.285631
1051	0.642615
1052	0.227533
1053	1.473741
1054	0.27281
1055	0.294499
1056	0.11813
1057	0.27977
1058	0.307048
1059	1.405942
1060	0.204062
1061	0.224097
1062	0.18451
1063	0.293626
1064	0.365381
1065	0.263681
1066	0.23377
1067	0.273843
1068	0.275726
1069	0.254413
1070	0.233853
1071	0.248886
1072	0.252326
1073	0.802815
1074	0.216738
1075	0.278978
1076	0.300972
1077	0.270496
1078	0.147653
1079	0.159246
1080	0.169354
1081	0.26333
1082	0.247762
1083	0.255104
1084	0.123022
1085	0.150714
1086	1.452036
1087	0.137006
1088	0.405071
1089	0.265957
1090	0.198467
1091	0.276412
1092	0.275553
1093	0.252524
1094	0.257896
1095	0.246797
1096	0.270985
1097	0.298663
1098	0.261014
1099	0.156115
1100	0.115399
1101	0.217089
1102	0.128435
1103	0.262944
1104	0.228623
1105	0.231349
1106	0.32049
1107	0.137668
1108	0.121212
1109	0.275148
1110	0.279758
1111	0.290225
1112	0.277679
1113	0.241114
1114	0.204888
1115	0.23225
1116	0.260355
1117	0.26116
1118	0.275919
1119	1.541665
1120	0.250568
1121	0.268544
1122	0.269727
1123	0.259172
1124	0.243975
1125	0.252884
1126	0.703565
1127	0.317343
1128	0.304705
1129	0.283326
1130	0.325825
1131	0.317682
1132	0.181609
1133	1.449753
1134	0.25335
1135	0.294821
1136	0.232831
1137	0.367287
1138	0.197899
1139	0.196179
1140	0.252662
1141	0.200257
1142	0.232649
1143	0.259841
1144	0.267853
1145	0.327708
1146	0.21291
1147	0.205701
1148	3.363118
1149	0.577281
1150	0.26968
1151	0.237795
1152	0.257506
1153	0.173197
1154	0.326706
1155	0.235594
1156	0.195739
1157	0.220299
1158	0.179796
1159	0.198375
1160	0.20405
1161	0.290514
1162	0.272323
1163	0.219377
1164	0.214771
1165	0.180462
1166	0.236318
1167	0.260937
1168	0.16602
1169	0.16006
1170	0.159446
1171	0.187771
1172	0.255873
1173	0.176063
1174	1.482655
1175	0.122274
1176	0.250129
1177	0.22201
1178	0.27728
1179	0.280108
1180	0.255874
1181	0.22718
1182	0.154189
1183	0.171026
1184	0.272141
1185	0.251755
1186	0.249173
1187	0.152158
1188	0.180085
1189	0.277305
1190	1.625458
1191	0.146716
1192	0.255584
1193	0.184025
1194	0.255494
1195	0.250365
1196	0.247895
1197	0.265367
1198	0.18426
1199	0.26839
1200	0.240597
1201	0.225982
1202	1.536683
1203	0.257702
1204	0.276079
1205	0.27491
1206	0.224648
1207	0.193096
1208	0.131273
1209	0.28121
1210	0.331693
1211	0.252364
1212	6.346247
1213	6.845325
1214	6.24666
1215	3.423461
1216	0.272412
1217	0.208147
1218	0.243102
1219	3.426127
1220	0.257858
1221	0.331815
1222	0.334018
1223	0.235731
1224	0.303363
1225	0.316594
1226	0.241234
1227	0.283387
1228	0.240731
1229	0.283413
1230	0.222299
1231	0.252337
1232	1.471946
1233	0.258736
1234	0.241329
1235	0.257368
1236	0.272065
1237	1.488066
1238	0.612701
1239	0.2093
1240	0.35452
1241	0.253306
1242	0.248563
1243	0.165846
1244	0.115699
1245	0.218701
1246	3.382782
1247	0.259178
1248	1.443355
1249	0.19129
1250	0.15277
1251	0.275327
1252	0.154426
1253	0.358644
1254	0.262861
1255	0.255793
1256	0.28796
1257	1.570982
1258	0.262056
1259	0.181945
1260	0.237216
1261	0.254446
1262	0.160727
1263	0.215242
1264	0.273032
1265	0.155693
1266	0.222594
1267	0.242906
1268	0.269612
1269	0.334448
1270	0.185568
1271	0.138406
1272	0.329696
1273	1.599022
1274	0.313752
1275	0.181401
1276	0.167854
1277	0.159632
1278	0.146385
1279	0.266781
1280	0.291981
1281	0.245252
1282	0.271945
1283	0.182456
1284	0.266459
1285	0.219581
1286	0.233699
1287	0.277009
1288	0.243505
1289	0.263353
1290	0.291734
1291	1.44913
1292	0.238463
1293	0.305508
1294	0.229839
1295	0.237949
1296	0.245207
1297	0.243562
1298	0.266257
1299	0.244215
1300	0.264405
1301	0.254223
1302	0.254252
1303	0.204587
1304	0.2422
1305	0.152978
1306	0.124987
1307	0.148301
1308	0.232966
1309	0.155202
1310	0.128951
1311	1.575857
1312	0.209875
1313	0.2412
1314	0.176982
1315	0.242072
1316	0.244488
1317	0.118091
1318	0.265409
1319	0.177552
1320	0.164855
1321	0.110866
1322	0.164703
1323	0.100104
1324	0.136819
1325	1.531951
1326	0.245328
1327	0.2298
1328	0.245607
1329	0.200848
1330	0.250142
1331	0.147912
1332	0.185119
1333	0.222169
1334	0.273511
1335	0.179402
1336	0.27219
1337	0.239719
1338	0.196914
1339	0.147147
1340	1.617585
1341	0.261737
1342	0.298619
1343	0.270185
1344	0.201412
1345	0.310355
1346	0.277843
1347	0.296273
1348	0.181146
1349	0.134329
1350	0.280869
1351	0.259678
1352	3.431824
1353	0.276096
1354	0.282946
1355	0.324182
1356	0.218391
1357	0.256327
1358	0.211854
1359	0.267485
1360	0.280377
1361	0.674265
1362	0.138413
1363	0.157001
1364	0.171664
1365	0.142983
1366	0.258677
1367	0.155588
1368	0.159668
1369	0.160487
1370	0.139352
1371	0.240721
1372	0.257268
1373	0.170556
1374	0.155408
1375	0.276963
1376	0.187112
1377	0.230918
1378	0.176149
1379	0.137864
1380	0.363519
1381	0.584927
1382	0.158004
1383	0.252169
1384	0.173156
1385	0.624594
1386	0.127665
1387	0.184002
1388	0.264161
1389	0.221226
1390	0.266644
1391	0.25077
1392	0.235324
1393	0.168471
1394	0.227633
1395	0.252631
1396	0.264897
1397	0.21168
1398	0.275734
1399	0.180782
1400	0.249405
1401	0.263621
1402	0.221079
1403	0.253192
1404	0.260654
1405	0.262583
1406	0.158834
1407	1.511302
1408	0.222717
1409	0.282903
1410	0.290607
1411	0.950094
1412	0.599115
1413	0.240414
1414	0.242957
1415	0.241264
1416	0.23669
1417	0.258813
1418	0.264123
1419	0.229915
1420	0.352017
1421	0.259489
1422	0.220319
1423	0.272657
1424	0.233271
1425	0.409026
1426	0.231078
1427	0.295044
1428	0.28981
1429	0.266676
1430	0.271906
1431	0.276152
1432	0.246081
1433	0.246253
